Name,Tokens
Giro,breath character wild 
Ha Dahamar,may shrine refer monk eponymous designed ancient necluda west 
Hila Rao,may shrine refer monk eponymous designed ancient necluda west 
Hino,thoroughly exactly choosing becomes advance uld see coming defeated event dueling even unfortuely first commentary information wild rise boiling revives midnight visible researched far reveals claiming however revival peak found moon phase also addition turn may well tonight know thus meet utterly around admits possible talk already nothing line hyrule monster tell blood breath approached color known night come reveal prompt option reveling get inhabitant cause happened growling witness near back happening character idea deranged warning area unique red stable running basking used 
Kampo,breath character wild 
Magda,speaks indeitely knocking sandbar heart becomes rage planted third floret around watch process people understand n yell make attacking maze break resides patch le cause trespass resolve life instead rant repeat flower garden remove tends character upset either second harm carefully run gauge quest falling tell regularly frantically investment surrounding breath disrupts initiating wild treat shrine repnd woman time face step running three damage attack 
Prissen,keep unlikely solved accomplishment away dueling ponder even twin thinking meaning throw logic gush listening 100 target information wild praise excitedly conversation help share completed saying close great overzealousness quick peak found apologizes chastises two dismisses ding notice try telling side demand rudely stion work boasting believe declare uncovering rambling go overhear immediately continues know agrees quiet riddle persistent yet older issue continue fee already promised netting hint recommend tell breath track urally bandit cheer rupee latest brother pay get begin could character approach toward let quest treasure difficulty since rid stable handle 
Qukah Nata,speaks restoration year prior great ganon became entering role monk slate fade serf away n see wish sheikah entered goddess named champion someone fulfilled body reward orb following character qukah ostracism enters prepare article resurrection first ancient blessing spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered overcoming help ordeal 000 constructed activated 
Ree Dahee,may shrine refer monk eponymous designed ancient necluda west 
Rensa,asks standing seen caught king hard easily tng scientist tamer actually placed uld like see anyone warns talent everything reason reach weird straight would spot event dueling rule even following trained register front advises horse walked boy 100 asked land note welcome greatest stallion look wild beat acknowledges accurate praise knew surprised ago ste free man powerful limit manages far advanced day dare great avoid fear past across however appear peak found people returned crazy never two easygoing sheikah linger life nearby untamed point runner side lead scattered heard folk title kakao also purse run completing brain blessing turn many leaf still believe quite certainly power bridge originally may discouraged anything able ride technique pick know full spoken year think catch heart guess place follows around decline much admits took largely best road east accepts path quietly destroyed odds competition cared always careful second world hyrule monster afterwards winning tame distance goodbye tell competitive calty north although breath hero purple way w unaffected hide hateno fork put though night effect incredibly come rupee heading center clan return brother challenge state fails bad follow nearly brought begin task participant could village research head back record character bring tend confidence approach let maybe boast quest area one give spirit skill feel minute crossing amazed calm cite knowledgeable feeling skittish informs ural time gate competed realizes stable say claim edge 
Sagessa,health forget standing beside sometimes danger uld like anyone knowledge warns repeat recipe hand us clothing would dueling fact twin recently located easy wander typically elixir advises glowing daytime concept despite increasing note information speed wild lightning surprised soon ste archaeologist almost free admiring weapon 000 far romantic day pas great watch hasty unnerves peak found assures people make ding sits order sheikah completes nearby remind small point hurry pot ease kakao usually also object metal greets explains rain run mystery wandering work ended comment apple many peaceful still light lying may go anything hungry need pick bug traveler know another cooking something meet spoken inside year behind outside place hill happens around lament different spends explain dangerous without resistance made wish inquires taking allows especially creature sag mention rather pond excited shelter every conscience already world monster hyrule temperature tell impressed calty ingredient although breath shrine 10 younger stock fleeing rough traveling increase simple speaks night though effect started restore extreme state sell leaving seem decides get stop instead raising village wear ignores near case supply character tend approach crispness area one ancient give escape castle feel leave since else time complain take stable say running going walking spend 
Shai Utoh,may shrine refer monk eponymous designed ancient necluda west 
Shay,breath character wild 
Shee Vaneer,may shrine refer monk eponymous designed ancient necluda west 
Shee Venath,may shrine shee refer vth monk eponymous designed ancient necluda west 
Shibo,difficult speaks offer night inside beside catch outside sneaking customer whether fly brother inform soothed peak found asleep train spotted two must knowledge temperament wilder kind obedient whereas father point dueling even single twin character stand easy properly count also insight attempt performs tame horse first pen interested asked sleep breath conclude well wild approached beat go advice wake color stable normally gave share start posse 
Shoda Sah,may sah shrine refer monk eponymous da designed ancient necluda west 
Tasseren,asks swap tng ridden contts inn uld see redirect dueling stay register advises horse first bid welcome five wild farewell start trust settle saying deal peak owner also explains inct earns become may respect acting ride need know continues network allowed inside catch place please double ishes soothing rest thing counter competition hyrule winning tell board breath direction system hero way summon brother get obedient begin gently subject head character plea bring one calm person companion competed take stable say used related disobeys 
Toto Sah,may shrine refer monk eponymous designed ancient necluda west 
Cado,asks exploring reply formed stance travel away blade see belt wife alone apologize search absence stationed describes affectioely due even fact meeting horrified underestimate noon explaining embittered first eightfold tear defensive asked true chose various bird wild despairing begging reassure shift vnteer cucco move completed tribe journal ganon watch however exiled history apologizes people mentioning fellow must two startling choose opponent gug break sheikah notice life refers try relax side demand kakao also member explains harm sudden happily addition declare coop well separated considered able passage talented need hopping learn know young remain utterly inside relationship slate dangerous sob archer admits waiting beloved guard aside inviting technology wish flying decided continue possible cuccos recount caution dismayed ask nervous sobbing calty protect breath house hero way speaking attack cked cheer hip identify night home flown come proudly clan return left end leaving fly others begin yiga reminds village wear back head name allow character phrenic mutter idea likely ex approach describe bow quest fence late avo leave difficulty sleep declares feeling holding together worry time take normally realizes step okay derived used 
Claree,asks specific particular defense see item store even first ck wild french owns tribe buy sheikah life point anymore kakao also member set react declare eyeing willing belong anything need recommends capability cranberry none something different explain use admits named collection excited quietly p ask tell feature beyond suggests proclaim breath hero way exclusive cheer proudly admit enchanted armor piece end sell whenever get decides lacking apparent village stealth character certain approach one brand leave spanish curated sold thrilled upbeat step say claim pkeeper looking 
Cottla,asks dinnertime choosing becomes actually uld away like parent scare ready game 7 father search would even agreeing base first hiding mother girl wild sitting share completed day sit tiently hot past claiming however asleep found make choose sheikah join side 11 excites hear kakao member run rain work residing seek apple many still declare become disappointed go hungry immediately bored know scampering cooking table full long meet food child place around wait selecting rest road wondering mention trying excited dreng already middle tree ask monster afterwards little sobbing tell goodbye breath roll apricot shrine 9 separate reference way 8 hide focused clock wood fork speaks night morning home playtime incredibly come love return tag fly 5 ished get story stop begin causing village near head character kitchen refuse 30 cotta play let 4 quest one area give ancient buttered want sister together fun woman time wake running say dinner 
Dorian,asks keep offer heirloom seen according stating stance steal inn namesake wonder see anyone wife item themself apologize repeat connection post special defeated search would game remove dy followed murdered favourite repeating introduce first threatened talking ck secret defensive socket girl bladem note implores continued wild dumb settlement knew midnight shift share tribe within dare confirms great contact reveals past serve tie however asleep seat forfeited possession fellow two make guardian must gug eventually notice sheikah refers daughter try stolen comfort life nearby informant relax death telling 11 demand visited kakao also explains run stealing change work comment part met bridge suspicious seems hearty well swordsman go passage recommends chooses location 00 mourns elder something meet spoken inside child completely hill tried slate villager explain use quiet imagining admits done getting advantage waiting aside guard informed wish stone grief mention entity trying thing decided excited quietly line always p tree ask speak filled open appears tell age protect breath house shrine hero saw 10 including way 8 walk w chair wood attack resource speaks night identify active home love letter admit come apology hears unknown sake return clan reation fly end claim state leaving thief killed hat decides get story happened begin inability cut durian instead yiga could village came head allowing allow character evening umbrella approach play quest displeasure fall late spirit one express leave fountain sphere accuses together informs shuteye time wake take step question fairy going used usefulness spend 
Impa,altar chasing giving alongside floating twenty period forehead smile tanned accompanying item word turned us game clothing would sta awakening captured following located stay ordered possessed pursuing enter performer boy despite facing flee imprison elongated knew kill greeted went kidnapped merge ago several token relic tribe within bodyguard close d incare day pas regg watch unable slender seat ending must make cannot evil closer sleeping appeared princess resemblance ease beginning kakao via member completing happily female 8th concern form light quite remember awakens super attendant recollection whole passage quarter immediately guidance remains gave location original adventure awakened something meet remain year fiery follows tale newly behalf admits regained lanayru wind rest stone create teardrop black allows picked mention trying force sort seal ally teach recount p rescued reunion ask second hyrule nayru filled speak main distance forth saved focus appearance briefly celebrating north gladly build pleads vision ghirahim plight fate silent hero way braided blueish standard relocate telescope hateno dress duty started concerned intervene come became hears demise return playing accompanied directly chance lake recover quickly care instead village wear back distant intercept arrives button startled sent leave zr returning occasionally ganondorf red indeed 20 question step future keep managed overlooking exactly king becomes according incarions plble believed uld away fire era reminded leading selected searching alone fixed remaining taxing ready straight absence lorule troupe event generation smash bar beckons recently tattooed told battle taken dialogue din unfortuely wounded first secret bid asked decoy wrapped soon pə wing kodachi free 000 z initially prepared far prior turtle great encounter ganon former past grasp seven stained people two nagia composure eventually servant desert general exhorts henchman telling death 2021 destroying focusing also sustaining sage mge expd bracelet comment addition eradication still cape 120 may painting thus legend kept forced strength elder full pendulum catch absorb blonde bomb barely explain magical much utilizes decide waiting basement goddess named believing thanking attention champion later beast possible haired ocarina beacon cook prevented already royal enters barrel afterwards appears season tell visiting marked although breath house sure shrine 10 dismay clone three threaten hide incarion plagued despair rush attack successfully speaks home divine lived rt center proceeds operatively leaving end given friendship hood whenever prison mark floor could reminds yiga formerly protected research helped en tower january violet brief forcing uncertain quest triforce give yellow spirit castle slumber reborn using together skyward worry raised sting seen knowing rock surface saving normal deep accomplishment congrates placed scroll protecting disappears warns cheek nursemaid extensive everything reach awaits waist thrown even tasked tall pɑː base throw sign along 100 new information trip various wise wild harp oracle acknowledges next advice bundled unworthy sealed help large weapon zelda move visible occurs attacked wields granddaughter lack pointed f heralding twilight fought ˈɪm possession stayed ding guardian order life mountain skin join urge sword creating side gap fighter lead revived explains run blurts arrival met machine aiding considered veran hit go need men present know reunite cloak strengthen important mourns rts player skyloft escaping earnest outside toss proceed different without took spent best taking passing asking injury sorceress implored bear stand confused line strange reaction spotting monster age calty protect moment door purple mysterious longer speaking traveling though earth absorbed old instructing summon strong waker state race revealing fade rtly story imprisoned medallion witness came subject agreed variation name failed mortal character cadence likely magma resurrection play escape unique lord missing chase birthmark wrinkled feeling bros woman safety hang clear backwards aggravated white said fairy realize touch descendant promise asks responsible restoration im aid retell prevent lay role protection danger orange advised proved defense like locked belt ultimate release hand remembers defeated pry special pronounced due followed rescue horde parting hiding increasing girl sacred flame memory effort conversation hesitates watching aged trust recent ballad chosen pose strafe six enough tornado served greyish however appear assures found returned opponent associated sheikah notice ground small taught chime request depicts risk room remarking presides demon save seek many symbol memento lying power become well willing spear disappointed glass able shadow interrupted thought face al previously onox chased another young upon long spoken behind directs around awaiting slate wait resumed use remark secretly destiny done pah enemy palace dodge creature fierce voice ability labrynna awaken yuga spiritual caution every crystal earlier middle world open hair devoted sheik impressed rod last exated saw fi adviser charge erupts increase attempted put received fly left island follow holodrum warrior simply get group faithful slightly loyal manual transfer courage temple lullaby near body head allowing co overwhelmed defeat bring develops approach eye lithe handed one fall ancient skill trusted eventual particle hundred kidnaps time gate take add born dedicated looking window 
Koko,asks site specific grave inn albeit away hearing specialty good recipe ready call reach father absence spot matured meeting graveyard base denying first mother girl new wild soup meal growing settling help problem cuisine making completed realized saying close d fill mourning tough courser hot early unable however make needed fetch gug sits cannot daughter stuffed join debating hunt side 11 lead pot favorite fond contemplating kakao hope also explains boost chef run weather residing part apple still declare replenish quite accepting disappointed raining go need passage al know recognizes 00 another coconut truthful cooking difficult food meet spoken act agrees place around lament understands different explain use dangerous spends admits dilemma rest wish create road energy decided shelter cook tree cream ask speak dessert bee little deny tell meat happy passed ingredient although breath house shrine saw tendency way younger 8 dish speaking terrible hearsay honey fork list assistance cry morning public duty come rt third strong whether fly 5 bad ished decides others lacking quickly happened begin inability could reacting gift derived village opinion loud raw supply healthy character kitchen pumpkin trouble startled enjoy quest one honeyed give leave resting missing bemoan panic buttered guiltily person sister want using veggie shuteye time realizes take solve claim considers used dinner 
Lakna Rokee,speaks restoration year prior great ganon became entering role monk slate fade serf away n see wish sheikah entered goddess named champion someone fulfilled body reward orb following character ostracism enters prepare article resurrection first ancient blessing spirit calty slumber breath well wild threat shrine 10 bearing praise greeted offered overcoming help ordeal 000 constructed activated 
Lasli,heirloom reel apparently firefly good call clothing due remove even meeting graveyard potential owned first visit note wild raspberry french attacked tribe saying amboise inquire early however seat never misfortune must two nighttime sheikah cannot awake life stolen join situation point small anymore kakao member grandmother run rain frightfully worried work met leaf sneak quite seems awakens go immediately know 00 important something inside startle catch outside chastising customer living lament slate wait mean mourn remark much outburst admits wish wide especially fawn named mention framboise attention someone later quietly jarod sunset p already enters speak monster tell breath house 9 relaxes shrine type younger pretty pm night morning home love letter come enchanted enjoyed armor clan 5 kindness job cause begin apparent could yiga derived village back name character evening catching umbrella startled quest late pause called person recall translation rude local take realizes realize going used looking 
Mellie,according lecturing fitting away resides considers meaning fortified wild carrot manages day found guardian life endurance rivalry husband kakao explains wishing part well raining pity present thus steam cooking additionally long prosperity planted die plum admits destroy represent garden destroys tree perish scold afterwards tell soul protect although breath melon silent repnd longer speaks rt hatred understand therefore rainy importance intrudes self rot village precious name died character evening pumpkin raise express pause using claim born derived dinner 
Nanna,asks offer aid aspiring honored teacher reside uld inn condition belt exhausted warns word apologize repeat marry warned awakening trained potential first despite disappointment information look wild praise help watching tech mentor tribe preferred manages granddaughter prior seeing weakness assures found people safe mentioning two stayed eventually sheikah notice leader ground kakao entrance also member explains work comment upgrade many remember researcher go able legend awakened full moving meet spoken laying year child embarrassed directs banana akkala slate mean explain much admits belief waiting wish secondly asking rather injury campfire encourages decided stand strange assist hesitantly firstly breath direction hero hateno night visitor though come elderly hears return left ished train succeeded often woken useless village journey name complete allow character sent give express sleep using bed woman time local take claim used 
Olkin,asks purchase tending unusual language uld defense away like clarify wife tiron superior art reason would fact grows stay fortified first secret bid defensive note wild rise surprised murmur position farewell french prepared tribe throughout day assures pausing found make eventually heritage sheikah awake life rivalry differing forgive kakao member explains work comment part grew still involved go chooses nice another perhaps meet startle think customer around explain remark without admits belief waiting wish joke jump wondering mention trial someone exning ally cook every paying talk ask potiron little goodbye tell age protect breath relaxes moment shrine reference way increase lie active speaks night morning home come loyalty 3 n train stop cause instead yiga gift field village opinion name brings character bring evening tower pumpkin one late ancient sleep else using english bed view take realizes running hesitation dinner 
Ollie,asks energized married desk inn found wonder decides often woken olive sheikah couple awake sleeping service stuffed instead rather premium village soft quietly name even feather character kakao also approach startled sens regaining timid little tell leave feel sleep usual breath wild disappointed hero bed innkeeper shuteye pick time cucco derived combiion 
Paya,giving forehead smile see coming word would picture jotting stay despite sitting result start tribe close d antiquity day struggling wherever torso must make admiration pap cannot evil closer try title kakao happiness suspicious remember whole immediately lone table remain something year think heart follows cleaning mean grateful sob admits ishes spoke thing encourages ally p second ask speak prepare hyrule researching lineage hero afraid way simple night concerned come reveal hears return privacy fruit possibly ished quickly instead village back journey personal let maybe loneliness express leave pairing 20 realizes question keep standing prays becomes uld alone answering spot event generation easy meaning first secret asked look murmur soon initially journal mile hurt great past listens eventually sits 18 completes stolen nearby began hope wrong blessing still may continues luck writes full poetically inside averted place read much waiting wish someone later scared goodbye tell movement feature happy although breath house shrine shaped emotion hide clothe speaks gaze hip armor end bad stop could yiga useful suit inked evening got quest give feel minute panic honor hesitation thief gifted crest aunt seen purpose flustered artifact warns alright good everything written fulfilled expressing cusry even knee attempt nod theft century new intent wild help zelda distress boring reappear answer lack apologizes stayed exclamation refers urge side grandmother explains blurts believe go acting need men know suspect incting shy commenting outside embarrassed writing foretold sman without promising asking beating bringing always key topic age passed moment speaking happier cry though old conclusion sake clan ward begin depressed unrequited name character likely late sleep birthmark since calm feeling staying woman safety said fairy asks health heirloom reply buttock aid stating protection loss wonder like perk scrubbing porch hand describes due fact thinking rescue eager hiding girl changed stutter gallant memory conversation diary throughout saying limit chosen frighten enough page however support mentioning found notice sheikah room outsider symbol wrote become well swordsman able thought face struggle young long sick spoken around slate villager belief jump imagined rather contemplate discovered talk every world glad violated god little put love incredibly left get deeper realizing uneasy approach deepen eye trouble one ancient regularly fountain thanks covering time take say looking 
Rola,becomes lifted disappoint uld cher store business due even fact browsing selling first visit bid new implores wild advice conversation available farewell french owns tribe arrow lack enough quick sheikah completes general ore remind husband side miss archery kakao member explains comment supported many still disappointed anything need men quiver young long customer villager without admits opportunity fawn mention later excited somewhat burning always curious womankind breath disheartened younger rupee come sell n decides get heat begin high village back name complete consideration character bow quest spirit give skill leave lilly feeling translation time take 
Steen,asks offer quality becomes trample language uld away clarify laugh wife word resides good art resembles store due even remove defend told eat exne grows fighting better taken fortified attempt front sneakste first poorly enter bid produce combat despite note compare knight look wild carrot next unaware help share move french man tribe desire 6am lack session pride mangoustan enough however working found practicing needed heritage sheikah serious crop hunt avail rivalry sword differing hurry destroying number kakao also member explains weather concern part believe gifting seems well may rambling swordsman go term check need technique recommends immediately developed citation grown know fliar another cooking tip something aback startle think agrees sneaking tilled halt around deducing explain use admits belief hardheaded targeting enemy rest joke older bombard jump taking asking example mention swift trial garden somewhat odds ally tends teach dreng p always afternoon tree ask speak focus tell goodbye brush calty breath shrine moment emulate hero effectively mango crouching clock attack posse attempted night though morning home aspires come respond admit old strong structure fruit fly end 3 train therefore get irritated quickly cause begin care high press derived field village opinion onto manner confusion name character approach tend pumpkin grandfather boast competing dismiss material give spirit express ancient one sleep leave pause elaborate recall stick together branch view english question take claim considers used 
Ta'loh Naeg,may shrine refer monk eponymous designed ancient necluda west 
Trissa,asks choice fuss like laugh item good recipe ready store would grows either browsing selling fortified first produce note welcome e wild carrot drop help free settle manages classification however enjoys sheikah cannot general rivalry urge husband narrowing pot kakao also explains may well check trade anything able need pick recommendation know 00 staple cooking something meet outside ignore directs living different much admits directing mention swift thing ally teach caution ask focus tell breath tendency way w known rush pm speaks citrus come elderly fruit sell ished decides get whenever often high field village selection blessed back name character pumpkin lovely let 4 pleased spirit leave difficulty want else worry woman time local realizes say interesting take claim 
Black Bokoblin,horn mainly standing boko green sometimes gut equipped sequel defeated search event camp golden fang presence horse club wild drop available weapon zelda share arrow armed watch appear found needed top stolen hunt nearby ground stronger counterpart usually also set bat blowing may snipe series traveler legend riding slamming bomb use much enemy dragonbon passing road intruder lost monster breath swinging including reference purple attack pattern instead silver name resilient tower bow occasionally dragonbone held alert variant going common 
Black Lizalfos,within green water around found lake carry like enemy often ocean zelda body silver stronger also stronghold monster swimming stlfos recurring series weapon variant legend 
Black Moblin,horn stal gut armed found fire enemy defeated strongest zelda silver stronger tall resilient usually ice fang monster hyrule heavy recurring drop series weapon variant legend electric 
Blizzrobe,freezing sting hitting arrow summoning cold frozen armor stun leaving without fire like enemy needed attacking evaporate blizzard wizzrobe cause le defeated zelda head name huge flameblade ice also monster resistant temperature elixir invisible dispel area footstep turn give rod decrease well blast using air recurring reference wizzrobes time immediately drop series variant making legend attack 
Blue Bokoblin,horn health instance boko green seen resemble fixation away sequel ringer game clothing premonition battle plateau golden horde first tier exotic club wild blast environment adorning recurring weapon zelda scimitar higher great differs remote gold contrasting appear twilight found regular leader mode weaker princess skin sword blue stronger counterpart entrance also set comment undergarment fight still bandana lying well colored charging radius al series know legend maned rts moving default bomb different much enemy wind black jump chainmail unnamed hammer spiked encountered breath ghirahim fi way color longer depending known similar attack shield clever waker vest wear near silver defeat one kick machete red skyward gers white variant used 
Blue Lizalfos,throughout health green water around found lake carry like enemy often desert silver body stronger also river stlfos recurring series weapon zelda gerudo legend 
Blue-Maned Lynel,malice stare shield arrow higher maned encounter rt place gear progression period across different appear found 3000hp fire like carry enemy attacking opponent often kingdom mode weaker instead defeated game sword carrying silver blue either always ice opting spotting hyrule refrain set bow ck ancient tier spear mighty breath affect well wild colored variant red since crusher recurring drop time series white depending zelda weapon legend strength additionally electric 
Blue Moblin,horn withstand though enbr stal seen act molybdenum attack gut normal throwing left appear found sequel like 青モリブリン fire enemy needed jam often game defeated strongest later lost point silver ja name blue experience tougher forest stronger hwaoc tall ice also fang botw hyrule jabbing set first area enbrm ii similar land spear breath since variant outclassed wild hit oracle heavy align recurring reference draining reappearing time drop series weapon zelda legend wood adventure reappear electric 
Bokoblin,overworld green significantly alongside equipped cursed battering serf sequel see helmet item game dungeon retrieved caused eat prevalent fang talking land knight club arm orry socialize sound share omnivore day bigger sun cave boulder make must cannot mode princess fur primitive eldin reward stronger loosely counterpart archetype member happily soldier bat form wielding climb stalhorses super ride drawback series remains cistern withstand riding happens obsessed swiping lanayru wind stone guard path stronghold hyrule tiger extra appearance mogma rope encountered massive build roll woodland behave hero afraid telescope standard wood night come dropped fruit electricity pink hd wearing cause violent instead imp village wear silver back multiple hook tightrope tactic bow machete occasionally red gers dragonbone variant particularly honeyvore keep horn previous quality sociable incarions according surroundings away fire replace tail hinder elite traversing spot smash battle submarine presence first horse tier fatal recurring drop antagonist available stouter raft source bubble hurt great artwork ganon former past miniboss loincloth pendant two needed driven leader desert ore stolen nearby death blue number scout versatile began equipment also comment addition turn shade lieu may alerting traveler legend pull inside southern vicinity completely place prefer living bomb much especially le shake champion later variety s single ot melee royal barrel botw recognize uniquely appears broadsword breath capable including shaped type establishing color three attack shield drown faron leaving grizzlemaw lifestyle could yiga onto knocked en ard resilient tower highland skeletal quest spirit infantry swing burn seafaring using skyward oni flooding technoblin deficient folklore used walking edge seen larger rock sky sometimes searchlight surface easily intelligent resemble gut carry skull abuse resembles nose lookout zombie even camp forest harness dismounted either golden attempt throw along volcano new various wild disappear help large weapon zelda version completed higher lack contact swim appearing twilight tied print order hunt skin sword creating jumping fighter object darknut run similarly part nostril hit gear kicking attacking surprisingly best taking platform conflicting bear depth monster floppy downhill sight calty hunting beetle purple song longer gerudo known boar understanding damage similar guarded send slowly slash mental summon strong waker hurl clan undead organized grant nearly ward often tww field demonstrating variation somewhere pointy ive likely wooden resting difficulty sleep conventional bros stick attains joy hang backwards common instance boko unusual aid danger projectile like ultimate addtion skinned hand defeated withstanding technoblins machinery due hwaoc defend felled ear horde combat manage fortress extremely rise ling wield ignite man throughout arrow increased lose tough unarmed enough however appear found durable kind ground resort small opposed room performs sea many bridge spear power able clarification possessing pick face block another devoid scan young long represents blow watchtower act around use fashion archer enemy mount jump tp creature ornamental ability flying japanese forsaken somewhat dig balance verification spiked little underwear meat tendency steed reference fi ideal entering live fort swipe group unit slightly prominent temple whip near snout defeat treasure fall one area ancient raise skill coh 
Chuchu,freezing green significantly giving effective retain stalk puddle process alterely see helmet touching coming item depiction slide craft sucking whereupon boomerang game would struck dungeon electrocution barrier enter sshd despite dropping land affect reproduce flee mist generally kill reform behavior merge split lakebed several sound almost splitting include start share powerful distinguished bigger tingle kiss throwing electrify cave safe regular low respective must make labyrinth cannot valued try princess potion anywhere trait functional immune beginning lip via jelly penetrate form light crenel colored ambush bulging hopping quarter immediately ick series remains st original additionally remain withstand merging heart contains electrified mean ever lanayru wind stone guard yet black destroy wide mention drain chattering burning rarest ice oozing sub second nothing hyrule main tree require puzzle onomatopoeia emerge opaque reduced appearance distance encountered barn releasing heavy reverse way w standard windfall easier simple electric effect beneath melt rupee come dropped oying electricity triggered dividing directly chance worm ok hd substitute quickly collide instead ocean abstely causing wear back deku played slim article hook bow bottle crawling leave purposefully called sized else occasionally red mirror ordeal variant keep previous horn harder whirlwind king according incarions spinning stun meter believed actually rarer away fire alone smaller newer spot accordingly deepwood hourglass basic phantom first mask thaw tear dark canceling recurring drop available free making rubbed sn water great targeted ganon encounter distinctive description elemental quick differently cap altere bulbous deal requiring data stylus removed two gelatinous pulse characteristic top desert stolen protective yield death blue scattered restorative disable usually also entrance restocking stion work comment size turn cell addition may 15 identical darker thus dissolve legend sucked ish full chus inside spoil place living bomb dangerous regardless much discharge round hidden leap development knock variety s possible ot single already breaker botw appears determined feature doc marked ingredient although breath exchange tmc capable shrine including studying type color giant three ranging hide incarion ter attack smd bottom shield ordon restore 23 highly bad given whenever firing droplet exception randomly vitals spiny manner environmental case supply bos tower certain tend meant give yellow spirit underwater bay burn using together skyward mechanism used inhabit purchase big population rock larger seen sometimes surface hard busting easily famous except particular normal deep mostly arguing unlike carry skull beam protects merges resembles reach summoned drunk thrown even remove fighting either plateau base attempt drinking throw along periodically respawn alterively produce snow dlc slime facial powerfully new exploding true lure various valuable spike wild blob sharp dealt hold minish large least weapon zelda move version occurs attacked reappear higher stes wii lack contact edition across appearing glow twilight fought defeating scooped realm mouth ding total break oil tatl mountain electrical sword ranch jumping cure boss constantly object explains metal set drinkable nasty namely additional similarly turning replenish hit technique men present indicating sparkle moving ruin skyloft viewing scrapped slamming serving obtain different compared depicted attacking pearl interrupt zol stunned vertical sight mm age rendering calty protect track instantly magic purple mission grinning gerudo known iron damage similar posse slowly though earth cavern icy grabbed absorbed slash waker state consumed cost killed rtly often coating tww element field apart variation pulled name ive relatively added idea prevents mges stepping unique four white veil creates fairy touch common health stating prevent frozen defense like draw release defeated savage hwaoc collect hence towards felled lantern shape ph ck tiny flame duller extremely fishman blast soup ling asexually respectively pseudopod man technically disabled throughout crawl jar arrow lose enough however characterized appear amoeba found mentioning division kind accessed snowpeak teeth ground small greatly gust 3d powered many sea leaf become right well animation scooping mix among face al producing buzz foot another devoid upon transparent mentioned rolling behind regional act around use gel contain gamecube enemy made mount wizzrobe jump tp creature rather ability coloration pop japanese destroyed dig exist hammer earlier balance weakest world rare divide exact god replaced little horizontally thorn commonplace corresponding chu urally reference fi zols inflict depending freeze isle fully incredibly pursue live notably pawprint left island slow warrior simply afar slightly prominent temple whip near body allowing defeat region bandam approach eye clip sped assortment fall one area ancient ceiling grab crooked time take 
Cursed Bokoblin,keep horn sky floating deepest cursed bandaged range spawning game either decaying glowing sacred dealing whose wild arm recurring succumbing drop ste large zelda within fear curse bubble differ bite appear found evil spawned nearby ground sword point creating prily also object comment latching addition upgrade many may biting charging series redead legend cistern withstand blow place around bomb enemy attacking destroy ability beast depth crystal monster hyrule emerge appearance exploit encountered swarming breath instantly fi way damage similar reanimate exemplified though shield divine pursue undead fly hatred chipped get group often stop onto charged back head defeat eye skeletal one ancient yellow castle bay malice accord using holding skyward four take variant shiny 
Cursed Lizalfos,bubble divine retain appear cursed continuously like enemy skull creature spawned death silver beast destroyed revived eye hyrule spawn 4 sight castle malice breath noted wild stlfos slyness attack 
Cursed Moblin,stal ferocity bubble divine retain appear cursed found continuously see two dismembered enemy wreathed brought stop spawning life defeated back head beast somewhat case single destroying tend jaw pool eye hyrule spawn stals part castle malice breath wild anything chomping gatehouse ste charge weapon attack 
Decayed Guardian,long shield preparation sometimes laser perfect stun unable temporarily decayed succession appear found buried fire prone firing enemy guardian slightly guard mode temple defeated ground lost variation amount phase due even timing scout mobility approach eye enters performs afterwards simultaneously throw bow 4 sight inactive light massive breath 6 wild forgotten hit using charging moment instantly rapid leg drop take several malfunctioning longer move charge aim attacked stasis 
Electric Chuchu,within upon electrified period floria equipped return temporarily occur state without found fire lake get enemy range electrocute release cannot desert vulnerable jelly electrocuting entity defeated electrical near cks struck lunge towards equipment ice second metal doubled enter area ck one electrocuted powered form marked yellow additional explode emit may blast using releasing darker drop color series charge gerudo zelda legend touch damage attacked electric 
Electric Keese,knocking giving stun effective defense like electrocute eyeball elite defend ck produce fatal weak wild wing recurring drop large shrouded zelda weapon stes differ great burst appear safe found needed desert ground small also constantly spring harm metal comment form may technique series legend upon blow place electrified fiery thunder use dangerous lanayru opportunity enemy attacking ability east variety s necluda botw main little breath reference fi way gerudo known similar shield though electricity ishing group cause bash body name defeat region area one coh holding variant inhabit 
Electric Lizalfos,sting horn arrow elemental strong electricity therefore discharge like enemy needed wearing create cause arc current electrical variety body silver name mask one emit recurring reference drop series weapon zelda legend attack electric 
Electric Wizzrobe,ruin upon shield avoid trail summon around particular electricity use found like hood therefore must enemy needed ridge often attacking wizzrobe ball near wear spot struck name necluda ot defeat tracked battle equipment also electric eye hyrule invisible yellow leave wooden rod wave initiating become skipping lightning air recurring reference wizzrobes robe drop series white step zelda wield legend weapon reappear west 
Fire-Breath Lizalfos,previous hitting green incinerated dropped incarions elemental swim around particular normal volcanic race orange found follow fire away unlike breathe enemy needed item stream creature try game defeated coloration lava variety move visually commonly eldin name due agility molten silver region collect ice distinct monster survive one area specie flame breath variant colored wild red kill instantly type able recurring reference series zelda legend attack 
