Word,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
remand,0,1,1,0,0,0,0,0,0,0
remarkable,1,0,0,0,0,0,1,0,1,1
remarkably,1,0,0,0,0,0,0,0,0,0
remedial,0,1,0,0,0,0,0,0,0,0
remedy,1,0,0,1,0,0,1,0,0,1
remiss,0,1,1,0,1,0,0,1,0,0
remission,1,0,0,0,0,0,0,0,0,0
remodel,1,0,0,0,0,0,0,0,0,0
remorse,0,1,0,0,0,0,0,1,0,0
removal,0,1,0,0,0,0,0,0,0,0
remove,0,1,1,0,0,1,0,1,0,0
renaissance,1,0,0,0,0,0,0,0,0,0
rencontre,0,1,0,0,0,0,0,0,0,0
rend,0,1,0,0,0,0,0,0,0,0
render,1,0,0,0,0,0,0,0,0,0
renegade,0,1,1,0,0,0,0,0,0,0
renewal,1,0,0,0,0,0,0,0,0,0
renounce,0,1,1,0,0,0,0,0,0,0
renovate,1,0,0,1,0,0,0,0,0,0
renovation,1,0,0,1,0,0,1,0,0,0
renown,1,0,0,0,0,0,0,0,0,0
renowned,1,0,0,0,0,0,0,0,0,0
renunciation,0,1,0,0,0,0,0,0,0,0
reorganize,1,0,0,0,0,0,0,0,0,0
reparation,1,0,0,0,0,0,0,0,0,1
repay,1,0,1,1,0,0,1,0,0,1
repellant,0,1,0,0,1,1,0,0,0,0
repellent,0,1,1,0,1,1,0,0,0,0
repelling,0,1,0,0,1,0,0,0,0,0
repent,1,0,0,0,0,1,0,0,0,0
replenish,1,0,0,0,0,0,0,0,0,0
replete,1,0,0,0,0,0,0,0,0,0
reporter,1,0,0,0,0,0,0,0,0,1
repose,1,0,0,0,0,0,0,0,0,0
represented,1,0,0,0,0,0,0,0,0,0
representing,0,0,0,1,0,0,0,0,0,0
repress,0,1,0,0,0,0,0,1,0,0
repression,0,1,0,0,0,1,0,0,0,0
reprimand,0,1,1,0,0,0,0,0,0,0
reprint,0,1,0,0,0,0,0,0,0,0
reprisal,0,1,1,0,0,1,0,1,0,0
reproach,0,1,1,0,1,0,0,1,0,0
reproductive,1,0,0,0,0,0,1,0,0,0
republic,0,1,0,0,0,0,0,0,0,0
repudiation,0,1,1,0,1,0,0,0,0,0
repulsion,0,1,0,0,1,1,0,0,0,0
reputable,1,0,0,0,0,0,0,0,0,1
requiem,0,0,0,0,0,0,0,1,0,0
rescind,0,1,0,0,0,0,0,0,0,0
rescission,0,1,0,0,0,0,0,0,0,0
rescue,1,0,0,1,0,0,1,0,1,1
resection,0,0,0,0,0,1,0,0,0,0
resent,0,1,1,0,0,0,0,0,0,0
resentful,0,1,1,0,0,0,0,0,0,0
resentment,0,1,1,0,1,0,0,1,0,0
reserve,1,0,0,0,0,0,0,0,0,0
resident,1,0,0,0,0,0,0,0,0,0
resign,0,1,1,0,1,1,0,1,0,0
resignation,0,1,0,0,0,0,0,1,1,0
resigned,0,1,0,0,0,0,0,1,0,0
resilient,1,0,0,0,0,0,0,0,0,0
resist,0,1,0,0,0,0,0,0,0,0
resistance,0,1,1,0,0,0,0,0,0,0
resistant,0,1,0,0,0,1,0,0,0,0
resisting,0,1,1,0,0,1,0,1,0,0
resistive,1,0,0,0,0,0,0,0,0,0
resolutely,1,0,0,0,0,0,0,0,0,0
resources,1,0,0,0,0,0,1,0,0,1
respect,1,0,0,1,0,0,1,0,0,1
respectability,1,0,0,0,0,0,0,0,0,0
respectable,1,0,0,0,0,0,0,0,0,1
respectful,1,0,0,0,0,0,0,0,0,1
respecting,1,0,0,0,0,0,0,0,0,0
respects,1,0,0,0,0,0,0,0,0,1
respite,1,0,0,0,0,0,1,0,0,1
resplendent,1,0,0,0,0,0,1,0,0,0
responsible,1,0,0,0,0,0,0,0,0,1
responsive,1,0,0,1,0,0,0,0,0,1
rest,1,0,0,0,0,0,0,0,0,0
restful,1,0,0,0,0,0,0,0,0,0
restitution,1,0,1,0,0,0,0,0,0,0
restlessness,0,0,0,1,0,0,0,0,0,0
restorative,1,0,0,1,0,0,1,0,0,1
restoring,1,0,0,0,0,0,0,0,0,0
restrain,0,1,1,0,0,1,0,0,0,0
restrained,0,0,0,0,0,1,0,0,0,0
restraint,1,0,0,0,0,0,0,0,0,0
restrict,0,1,0,0,0,0,0,1,0,0
restriction,0,1,1,0,0,1,0,1,0,0
restrictive,0,1,0,0,0,0,0,0,0,0
result,0,0,0,1,0,0,0,0,0,0
resultant,0,0,0,1,0,0,0,0,0,0
resumption,1,0,0,0,0,0,0,0,0,0
retain,0,0,0,0,0,0,0,0,0,1
retaliate,0,1,1,0,0,0,0,0,0,0
retaliation,0,1,1,0,0,1,0,0,0,0
retaliatory,0,1,1,0,0,0,0,0,0,0
retard,0,1,0,0,1,1,0,1,0,0
retardation,0,1,0,0,0,0,0,0,0,0
retention,1,0,0,0,0,0,0,0,0,0
reticent,0,1,0,0,0,1,0,0,0,0
retirement,1,1,0,1,0,1,1,1,0,1
retort,0,1,0,0,0,0,0,0,0,0
retract,0,1,1,0,0,0,0,0,0,0
retraction,0,1,0,0,0,0,0,0,0,0
retrenchment,0,1,0,0,0,1,0,0,0,0
retribution,0,1,1,0,0,1,0,1,0,0
retrograde,0,1,0,0,0,0,0,0,0,0
reunion,1,0,0,1,0,0,0,0,0,1
revel,1,0,0,0,0,0,1,0,0,0
revels,1,0,0,0,0,0,1,0,0,0
revenge,0,1,1,1,0,1,0,0,1,0
revere,1,0,0,1,0,0,1,0,0,1
reverence,1,0,0,0,0,0,1,0,0,1
reverend,1,0,0,0,0,0,1,0,0,0
reverie,1,0,0,0,0,0,1,0,0,1
reversal,0,1,1,0,1,0,0,0,1,0
revise,1,0,0,0,0,0,0,0,0,0
revival,1,0,0,1,0,0,1,0,0,1
revive,1,1,0,1,0,0,0,0,0,0
revocation,0,1,0,0,0,0,0,0,0,0
revoke,0,1,1,0,1,1,0,1,0,0
revolt,0,1,1,0,0,0,0,0,1,0
revolting,0,1,1,0,1,1,0,0,0,0
revolution,1,1,1,1,0,1,0,1,1,0
revolutionary,1,0,0,0,0,0,0,0,0,0
revolver,0,1,1,0,0,1,0,1,0,0
revulsion,0,1,1,0,1,1,0,0,0,0
reward,1,0,0,1,0,0,1,0,1,1
rheumatism,0,1,1,0,0,1,0,1,0,0
rhythm,1,0,0,0,0,0,0,0,0,0
rhythmical,1,0,0,0,0,0,1,0,1,0
ribbon,1,0,1,1,0,0,1,0,0,0
richness,1,0,0,0,0,0,0,0,0,0
rickety,0,1,0,0,0,0,0,0,0,0
riddle,0,0,0,0,0,0,0,0,1,0
riddled,0,1,0,0,0,0,0,0,0,0
rider,1,0,0,0,0,0,0,0,0,0
ridicule,0,1,1,0,1,0,0,1,0,0
ridiculous,0,1,1,0,1,0,0,0,0,0
rife,0,1,0,0,0,0,0,0,0,0
rifle,0,1,1,0,0,1,0,0,0,0
rift,0,1,0,0,0,0,0,0,0,0
righteous,1,0,0,0,0,0,0,0,0,0
rightful,1,0,0,0,0,0,0,0,0,0
rightly,1,0,0,0,0,0,0,0,0,0
rigid,0,1,0,0,0,0,0,0,0,0
rigidity,0,1,0,0,0,0,0,0,0,0
rigor,0,1,0,0,1,1,0,0,0,0
rigorous,0,1,0,0,0,0,0,0,0,0
ringer,0,1,1,0,0,0,0,0,0,0
riot,0,1,1,0,0,1,0,0,0,0
riotous,0,1,1,0,0,1,0,0,1,0
ripe,1,0,0,0,0,0,0,0,0,0
ripen,1,0,0,1,0,0,0,0,0,0
rising,1,0,0,1,0,0,1,0,0,0
risk,0,1,0,1,0,1,0,0,0,0
risky,0,1,0,1,0,1,0,0,0,0
rivalry,0,1,1,0,0,0,0,0,0,0
riveting,1,0,0,0,0,0,0,0,0,0
roadster,1,0,0,0,0,0,1,0,0,1
rob,0,1,1,0,1,1,0,1,0,0
robber,0,1,0,0,1,1,0,0,0,0
robbery,0,1,1,0,1,1,0,1,0,0
robust,1,0,0,0,0,0,0,0,0,0
rock,1,0,0,0,0,0,0,0,0,0
rocket,0,0,1,0,0,0,0,0,0,0
rod,1,0,0,0,0,1,0,0,0,1
rogue,0,1,0,0,1,0,0,0,0,0
rollicking,1,0,0,0,0,0,1,0,0,0
romance,1,0,0,1,0,1,1,1,1,1
romantic,1,0,0,1,0,0,1,0,0,1
romanticism,1,0,0,0,0,0,1,0,0,0
romp,1,0,0,0,0,0,1,0,0,0
rook,0,1,1,0,1,0,0,0,0,0
rooted,1,0,0,0,0,0,0,0,0,1
rosy,1,0,0,0,0,0,0,0,0,0
rot,0,1,0,0,1,1,0,1,0,0
rota,1,0,0,0,0,0,0,0,0,1
rotting,0,1,0,0,1,0,0,0,0,0
roughness,0,1,0,0,0,0,0,0,0,0
roulette,0,0,0,1,0,0,0,0,0,0
rout,0,1,0,0,0,0,0,0,0,0
routine,1,0,0,0,0,0,0,0,0,1
row,0,1,1,0,0,0,0,0,0,0
rowdy,0,1,0,0,0,0,0,0,0,0
royalty,1,0,0,0,0,0,0,0,0,0
rubbish,0,1,0,0,1,0,0,0,0,0
rubble,0,1,0,0,0,1,0,1,0,0
rubric,1,0,0,0,0,0,0,0,0,0
rue,0,1,0,0,0,0,0,1,0,0
ruffle,0,1,0,0,0,0,0,0,0,0
rugged,0,1,0,0,0,0,0,0,0,0
ruin,0,1,0,0,0,1,0,1,0,0
ruined,0,1,1,0,1,1,0,1,0,0
ruinous,0,1,1,0,1,1,0,1,0,0
rule,0,0,0,0,0,1,0,0,0,1
rumor,0,1,0,0,0,0,0,1,0,0
runaway,0,1,0,0,0,0,0,1,0,0
rupture,0,1,0,0,0,1,0,1,1,0
ruse,0,1,0,0,0,0,0,0,0,0
rust,0,1,0,0,0,0,0,0,0,0
rusty,0,1,0,0,0,0,0,0,0,0
ruth,1,0,0,0,0,0,0,0,0,0
ruthless,0,1,1,0,1,1,0,0,0,0
saber,0,1,1,0,0,1,0,0,0,0
sabotage,0,1,1,0,1,1,0,1,1,0
sacrifices,0,1,0,0,1,1,0,1,0,0
sadly,0,1,0,0,0,0,0,1,0,0
sadness,0,1,0,0,0,0,0,1,0,1
safe,1,0,0,0,0,0,1,0,0,1
safeguard,1,0,0,0,0,0,0,0,0,1
safekeeping,0,0,0,0,0,0,0,0,0,1
sag,0,1,0,0,0,1,0,0,0,0
sage,1,0,0,0,0,0,0,0,0,1
saint,1,0,0,1,0,0,1,0,1,1
saintly,1,0,0,1,0,0,1,0,1,1
salary,1,0,0,1,0,0,1,0,0,1
salient,1,0,0,0,0,0,0,0,0,0
saliva,0,0,0,1,0,0,0,0,0,0
sally,0,0,0,0,0,0,0,0,1,0
saloon,0,0,1,0,0,0,0,0,0,0
salutary,1,0,0,0,0,0,1,0,0,1
salute,1,0,0,0,0,0,1,0,0,0
salvation,1,0,0,1,0,0,1,0,0,1
salve,1,0,0,0,0,0,0,0,0,0
samurai,1,0,0,0,0,1,0,0,0,0
sanctification,1,0,0,0,0,0,1,0,0,1
sanctify,1,0,0,1,0,0,1,1,1,1
sanctuary,1,0,0,1,0,0,1,0,0,1
sanguine,1,0,0,0,0,0,0,0,0,0
sanitary,1,0,0,0,0,0,0,0,0,0
sap,0,1,0,0,0,0,0,1,0,0
sappy,0,0,0,0,0,0,0,0,0,1
sarcasm,0,1,1,0,1,0,0,1,0,0
sarcoma,0,1,0,0,0,1,0,1,0,0
sardonic,0,1,0,0,0,0,0,0,0,0
satanic,0,1,1,0,0,0,0,0,0,0
satin,1,0,0,0,0,0,0,0,0,0
satisfactorily,1,0,0,0,0,0,0,0,0,0
satisfied,1,0,0,0,0,0,1,0,0,0
saturated,0,1,0,0,1,0,0,0,0,0
savage,0,1,1,0,0,1,0,0,0,0
savagery,0,1,1,0,0,1,0,0,0,0
save,1,0,0,0,0,0,1,0,0,1
savings,1,0,0,0,0,0,0,0,0,0
savor,1,0,0,1,1,0,1,1,0,1
savory,1,0,0,0,0,0,0,0,0,0
savvy,1,0,0,0,0,0,0,0,0,0
scab,0,1,0,0,0,0,0,0,0,0
scaffold,0,1,0,0,0,1,0,0,0,0
scalpel,0,1,0,0,0,1,0,0,0,0
scaly,0,1,0,0,0,0,0,0,0,0
scandal,0,1,0,0,0,1,0,0,0,0
scandalous,0,1,1,0,0,0,0,0,0,0
scanty,0,1,0,0,0,0,0,0,0,0
scapegoat,0,1,1,0,0,1,0,0,0,0
scar,0,1,1,0,1,1,0,1,0,0
scarce,0,1,0,0,0,1,0,1,0,0
scarcely,0,1,0,0,0,0,0,1,0,0
scarcity,0,1,1,0,0,1,0,1,0,0
scare,0,1,1,1,0,1,0,0,1,0
scarecrow,1,1,0,0,0,1,0,0,0,0
scavenger,0,1,0,0,0,0,0,0,0,0
sceptical,0,0,0,0,0,0,0,0,0,1
scheme,0,1,0,0,0,0,0,0,0,0
schism,0,1,1,0,0,0,0,0,0,0
schizophrenia,0,1,1,0,1,1,0,1,0,0
scholar,1,0,0,0,0,0,0,0,0,0
scholarship,1,0,0,0,0,0,1,0,0,0
school,0,0,0,0,0,0,0,0,0,1
sciatica,0,1,0,0,0,0,0,0,0,0
scientific,1,0,0,0,0,0,0,0,0,1
scientist,1,0,0,1,0,0,0,0,0,1
scintilla,1,0,0,0,0,0,0,0,0,0
scoff,0,1,1,0,1,0,0,0,0,0
scold,0,1,1,0,1,1,0,1,0,0
scolding,0,1,1,0,0,0,0,0,0,0
scorching,0,1,1,0,0,0,0,0,0,0
score,1,0,0,1,0,0,1,0,1,0
scorn,0,1,1,0,0,0,0,0,0,0
scorpion,0,1,1,0,1,1,0,0,1,0
scotch,0,1,0,0,0,0,0,0,0,0
scoundrel,0,1,1,0,1,1,0,0,0,1
scourge,0,1,1,0,0,1,0,1,0,0
scrambling,0,1,0,0,0,0,0,0,0,0
scrapie,0,1,1,0,0,1,0,1,0,0
scream,0,1,1,0,1,1,0,0,1,0
screaming,0,1,1,0,1,1,0,0,0,0
screech,0,1,0,0,0,1,0,0,1,0
screwed,0,1,1,0,0,0,0,0,0,0
scribe,1,0,0,0,0,0,0,0,0,0
scrimmage,0,1,0,0,0,0,0,0,1,0
script,1,0,0,0,0,0,0,0,0,0
scripture,0,0,0,0,0,0,0,0,0,1
scrub,0,1,0,0,1,0,0,0,0,0
scrumptious,1,0,0,0,0,0,0,0,0,0
scrutinize,0,1,0,1,0,0,0,0,0,0
scrutiny,0,1,0,0,0,0,0,0,0,0
sculpture,1,0,0,0,0,0,0,0,0,0
scum,0,1,0,0,1,0,0,0,0,0
sea,1,0,0,0,0,0,0,0,0,0
seal,1,0,0,0,0,0,0,0,0,1
seals,0,0,0,0,0,0,0,0,0,1
sear,0,1,0,0,0,0,0,0,0,0
seasoned,1,0,0,0,0,0,0,0,0,0
secession,0,1,0,0,0,0,0,0,0,0
secluded,0,1,0,0,0,0,0,1,0,0
seclusion,1,1,0,0,0,1,0,0,0,0
secondhand,0,1,0,0,0,0,0,0,0,0
secrecy,0,0,0,0,0,0,0,0,1,1
secret,0,0,0,0,0,0,0,0,0,1
secretariat,1,0,0,0,0,0,0,0,0,0
secrete,0,0,0,0,1,0,0,0,0,0
secretion,0,1,0,0,1,0,0,0,0,0
secretive,0,1,0,0,0,0,0,0,0,0
sectarian,0,1,1,0,0,1,0,0,0,0
secular,0,0,0,1,0,0,0,0,0,0
securities,0,0,0,0,0,0,0,0,0,1
sedition,0,1,1,0,0,0,0,1,0,0
seduce,0,1,0,0,0,0,0,0,0,0
seduction,0,1,0,0,0,0,0,0,0,0
seductive,0,0,0,1,0,0,0,0,0,0
seek,0,0,0,1,0,0,0,0,0,0
segregate,0,1,1,0,1,0,0,1,0,0
segregated,0,1,0,0,0,0,0,0,0,0
seize,0,1,0,0,0,1,0,0,0,0
seizure,0,0,0,0,0,1,0,0,0,0
selfish,0,1,1,0,1,0,0,0,0,0
selfishness,0,1,0,0,0,0,0,0,0,0
senate,0,0,0,0,0,0,0,0,0,1
senile,0,1,0,0,0,1,0,1,0,0
seniority,1,0,0,0,0,0,0,0,0,1
sensational,1,0,0,0,0,0,1,0,0,0
sense,1,0,0,0,0,0,0,0,0,0
senseless,0,1,1,0,1,1,0,1,1,0
sensibility,1,0,0,0,0,0,0,0,0,0
sensibly,1,0,0,0,0,0,0,0,0,0
sensual,1,1,0,1,0,0,1,0,1,1
sensuality,1,0,0,1,0,0,1,0,0,0
sensuous,1,0,0,0,0,0,1,0,0,0
sentence,0,1,1,1,1,1,0,1,0,0
sentimental,1,0,0,0,0,0,0,0,0,0
sentimentality,1,0,0,0,0,0,0,0,0,0
sentinel,1,0,0,0,0,0,0,0,0,1
sentry,0,0,0,0,0,0,0,0,0,1
separatist,0,1,1,0,1,0,0,0,0,0
sepsis,0,1,0,0,0,1,0,1,0,0
septic,0,1,0,0,1,0,0,0,0,0
sequel,0,0,0,1,0,0,0,0,0,0
sequestration,0,1,0,0,0,0,0,1,0,0
serene,0,1,0,0,0,0,0,0,0,1
serenity,1,0,0,1,0,0,1,0,0,1
serial,0,0,0,1,0,0,0,0,0,0
series,0,0,0,0,0,0,0,0,0,1
seriousness,0,0,0,0,0,1,0,1,0,0
sermon,1,0,0,0,0,0,0,0,0,1
serpent,0,1,0,0,1,1,0,0,0,0
serum,1,0,0,0,0,0,0,0,0,0
servant,0,1,0,0,0,0,0,0,0,1
serve,0,1,0,0,0,0,0,0,0,1
servile,0,1,0,0,1,1,0,1,0,0
servitude,0,1,0,0,0,0,0,0,0,0
setback,0,1,0,0,0,0,0,1,0,0
settlor,1,0,0,0,0,1,0,0,0,0
sever,0,1,0,0,0,0,0,0,0,0
severance,0,0,0,0,0,0,0,1,0,0
sewage,0,1,0,0,1,0,0,0,0,0
sewer,0,0,0,0,1,0,0,0,0,0
sewerage,0,1,0,0,1,0,0,0,0,0
sex,1,0,0,1,0,0,1,0,0,1
shabby,0,1,0,0,1,0,0,0,0,0
shack,0,1,0,0,1,0,0,1,0,0
shackle,0,1,1,1,1,1,0,1,0,0
shady,0,1,0,0,0,1,0,0,0,0
shaking,0,1,0,0,0,1,0,0,0,0
shaky,0,1,1,1,0,1,0,0,0,0
sham,0,1,1,0,1,0,0,0,0,0
shambles,0,1,0,0,0,0,0,0,0,0
shame,0,1,0,0,1,1,0,1,0,0
shameful,0,1,0,0,0,0,0,1,0,0
shameless,0,1,0,0,1,0,0,0,0,0
shanghai,0,1,0,0,1,1,0,0,0,0
shank,0,0,0,0,0,1,0,0,0,0
shape,1,0,0,0,0,0,0,0,0,0
shapely,1,0,0,0,0,0,0,0,0,0
share,1,0,0,1,0,0,1,0,0,1
shark,0,1,0,0,0,0,0,0,0,0
sharpen,0,0,1,1,0,0,0,0,0,0
shatter,0,1,1,0,0,1,0,1,1,0
shattered,0,1,0,0,0,0,0,1,0,0
shed,0,1,0,0,0,0,0,0,0,0
shell,0,1,1,0,0,1,0,1,1,0
shelter,1,0,0,0,0,0,0,0,0,1
shelved,0,1,0,0,0,0,0,0,0,0
shepherd,1,0,0,0,0,0,0,0,0,1
sheriff,0,0,0,0,0,0,0,0,0,1
shine,1,0,0,0,0,0,0,0,0,0
shining,1,0,0,1,0,0,1,0,0,0
ship,0,0,0,1,0,0,0,0,0,0
shipwreck,0,1,0,0,0,1,0,1,0,0
shit,0,1,1,0,1,0,0,0,0,0
shiver,0,1,1,1,0,1,0,1,0,0
shock,0,1,1,0,0,1,0,0,1,0
shockingly,0,0,0,0,0,0,0,0,1,0
shoddy,0,1,1,0,1,0,0,0,0,0
shoot,0,1,1,0,0,1,0,0,0,0
shooter,0,0,0,0,0,1,0,0,0,0
shooting,0,1,1,0,0,1,0,0,0,0
shopkeeper,0,0,0,0,0,0,0,0,0,1
shoplifting,0,1,1,0,1,0,0,0,0,0
shopping,1,0,0,1,0,0,1,0,1,1
shortage,0,1,1,0,0,1,0,1,0,0
shortcoming,0,1,0,0,0,0,0,0,0,0
shortly,0,0,0,1,0,0,0,0,0,0
shot,0,1,1,0,0,1,0,1,1,0
shoulder,1,0,0,0,0,0,0,0,0,1
shout,0,0,1,0,0,0,0,0,1,0
shove,0,1,1,0,0,0,0,0,0,0
show,0,0,0,0,0,0,0,0,0,1
showy,0,1,0,0,0,0,0,0,0,0
shrapnel,0,0,0,0,0,1,0,0,0,0
shrewd,1,0,0,0,0,0,0,0,0,0
shriek,0,1,1,0,0,1,0,1,1,0
shrill,0,1,1,0,0,1,0,0,1,0
shrink,0,1,0,0,0,1,0,1,0,0
shroud,0,0,0,0,0,0,0,1,0,0
shrunk,0,1,0,0,0,0,0,0,0,0
shudder,0,1,0,0,0,1,0,0,0,0
shun,0,1,1,0,1,0,0,1,0,0
sib,0,0,0,0,0,0,0,0,0,1
sick,0,1,0,0,1,0,0,1,0,0
sickening,0,1,1,0,1,1,0,1,0,0
sickly,0,1,0,0,1,0,0,1,0,0
sickness,0,1,0,0,1,1,0,1,0,0
signature,0,0,0,0,0,0,0,0,0,1
signify,0,0,0,1,0,0,0,0,0,0
silk,1,0,0,0,0,0,0,0,0,0
silly,0,1,0,0,0,0,1,0,0,0
simmer,0,0,1,1,0,0,0,0,0,0
simmering,0,0,0,1,0,0,0,0,0,0
simplify,1,0,0,1,0,0,1,0,1,1
sin,0,1,1,0,1,1,0,1,0,0
sincere,1,0,0,0,0,0,0,0,0,1
sincerity,1,0,0,0,0,0,0,0,0,0
sinful,0,1,1,0,1,1,0,1,0,0
sing,1,0,0,1,0,0,1,1,0,1
singly,1,0,0,0,0,0,0,0,0,0
singularly,0,0,0,0,0,0,0,0,1,0
sinister,0,1,1,0,1,1,0,0,0,0
sinner,0,1,1,0,1,1,0,1,0,0
sinning,0,1,0,0,1,0,0,0,0,0
sir,1,0,0,0,0,0,0,0,0,1
siren,0,1,0,0,0,1,0,0,0,0
sissy,0,1,0,0,0,0,0,0,0,0
sisterhood,1,0,1,0,0,0,0,1,1,1
sizzle,0,0,1,0,0,0,0,0,0,0
skeptical,0,1,0,0,0,0,0,0,0,0
sketchy,0,1,0,0,0,0,0,0,0,0
skewed,0,1,1,1,0,0,0,0,0,0
skid,0,1,1,0,0,1,0,1,0,0
skilled,1,0,0,0,0,0,0,0,0,0
skillful,1,0,0,0,0,0,0,0,0,1
skip,0,1,0,0,0,0,0,0,0,0
skirmish,0,1,1,0,0,0,0,0,0,0
sky,1,0,0,0,0,0,0,0,0,0
slack,0,1,0,0,0,0,0,0,0,0
slag,0,1,0,0,0,0,0,0,0,0
slam,0,1,1,0,0,1,0,0,1,0
slander,0,1,1,0,1,0,0,0,0,0
slanderous,0,1,0,0,0,0,0,0,0,0
slap,0,1,1,0,0,0,0,0,1,0
slash,0,0,1,0,0,0,0,0,0,0
slate,1,0,0,0,0,0,0,0,0,0
slaughter,0,1,1,0,1,1,0,1,1,0
slaughterhouse,0,1,1,0,1,1,0,1,0,0
slaughtering,0,1,1,0,1,1,0,1,1,0
slave,0,1,1,0,0,1,0,1,0,0
slavery,0,1,1,0,1,1,0,1,0,0
slay,0,1,1,0,0,0,0,0,0,0
slayer,0,1,1,0,1,1,0,1,1,0
sleek,1,0,0,0,0,0,0,0,0,0
sleet,0,1,0,0,0,0,0,0,0,0
slender,1,0,0,0,0,0,0,0,0,0
slim,1,0,0,0,0,0,0,0,0,0
slime,0,0,0,0,1,0,0,0,0,0
slimy,0,1,0,0,1,0,0,0,0,0
slink,0,1,0,0,0,0,0,0,0,0
slip,0,1,0,0,0,0,0,0,1,0
slop,0,1,0,0,1,0,0,0,0,0
sloppy,0,1,0,0,1,0,0,0,0,0
sloth,0,1,0,0,1,0,0,0,0,0
slouch,0,1,0,0,0,0,0,0,0,0
slough,0,1,0,0,0,0,0,0,0,0
slowness,0,1,0,0,0,0,0,0,0,0
sludge,0,1,0,0,1,0,0,0,0,0
slug,0,1,0,0,1,0,0,0,0,0
sluggish,0,1,0,0,0,0,0,1,0,0
slum,0,1,0,0,1,0,0,0,0,0
slump,0,1,0,0,0,0,0,1,0,0
slur,0,1,1,0,1,0,0,1,0,0
slush,0,1,0,0,1,0,0,0,1,0
slut,0,1,1,0,1,0,0,0,0,0
sly,0,1,1,0,1,1,0,0,0,0
smack,0,1,1,0,0,0,0,0,0,0
small,0,1,0,0,0,0,0,0,0,0
smash,0,1,1,0,0,1,0,0,0,0
smashed,0,1,0,0,0,0,0,0,0,0
smattering,0,1,0,0,0,0,0,0,0,0
smell,0,1,1,0,1,0,0,0,0,0
smelling,0,1,0,0,1,0,0,0,0,0
smile,1,0,0,0,0,0,1,0,1,1
smiling,1,0,0,0,0,0,1,0,0,0
smirk,0,1,0,0,0,0,0,0,0,0
smite,0,1,1,0,0,1,0,1,0,0
smith,0,0,0,0,0,0,0,0,0,1
smitten,1,0,0,0,0,0,0,0,0,0
smoker,0,1,0,0,0,0,0,0,0,0
smoothness,1,0,0,0,0,0,0,0,0,0
smother,0,1,1,0,0,0,0,0,0,0
smudge,0,1,0,0,0,0,0,0,0,0
smug,0,1,0,0,0,0,0,0,0,0
smuggle,0,1,0,0,0,1,0,0,0,0
smuggler,0,1,1,0,1,1,0,0,0,0
smuggling,0,1,0,0,0,0,0,0,0,0
smut,0,1,0,0,1,1,0,0,0,0
snag,0,1,0,0,0,0,0,0,1,0
snags,0,1,0,0,0,0,0,0,0,0
snake,0,1,0,0,1,1,0,0,0,0
snare,0,1,0,0,0,1,0,0,0,0
snarl,0,1,1,0,1,0,0,0,0,0
snarling,0,1,1,0,0,0,0,0,0,0
sneak,0,1,1,0,0,1,0,0,1,0
sneaking,0,1,0,1,0,1,0,0,0,1
sneer,0,1,1,0,1,0,0,0,0,0
sneeze,0,1,0,0,1,0,0,0,1,0
snicker,1,0,0,0,0,0,0,0,0,0
snide,0,1,0,0,0,0,0,0,0,0
snob,0,1,0,0,0,0,0,0,0,0
snort,0,0,0,0,0,0,0,1,0,0
soak,0,1,0,0,0,0,0,0,0,0
sob,0,1,0,0,0,0,0,1,0,0
sobriety,1,0,0,0,0,0,0,0,0,1
sociable,1,0,0,0,0,0,0,0,0,0
socialism,0,0,0,0,1,1,0,0,0,0
socialist,0,1,1,0,1,1,0,1,0,0
soil,0,1,0,0,1,0,0,0,0,0
soiled,0,1,0,0,1,0,0,0,0,0
solace,1,0,0,0,0,0,0,0,0,0
soldier,1,0,1,0,0,0,0,1,0,0
solid,1,0,0,0,0,0,0,0,0,0
solidarity,0,0,0,0,0,0,0,0,0,1
solidity,1,0,0,0,0,0,0,0,0,1
solution,1,0,0,0,0,0,0,0,0,0
solvency,1,0,0,0,0,0,0,0,0,0
somatic,0,1,0,0,0,0,0,0,1,0
somber,0,1,0,0,0,0,0,1,0,0
sonar,1,0,0,1,0,0,0,0,0,0
sonata,1,0,0,0,0,0,0,0,0,0
sonnet,1,0,0,0,0,0,1,1,0,0
sonorous,1,0,0,0,0,0,1,0,0,0
soot,0,1,0,0,1,0,0,0,0,0
soothe,1,0,0,0,0,0,0,0,0,0
soothing,1,0,0,0,0,0,1,0,0,1
sorcery,0,1,0,1,0,1,0,0,1,0
sordid,0,1,1,0,1,1,0,1,0,0
sore,0,1,1,0,0,0,0,1,0,0
sorely,0,1,0,0,0,0,0,1,0,0
soreness,0,1,0,0,1,0,0,1,0,0
sorrow,0,1,0,0,0,1,0,1,0,0
sorrowful,0,1,0,0,0,0,0,1,0,0
sorter,1,0,0,0,0,0,0,0,0,0
sortie,0,1,0,0,0,1,0,0,0,0
soulless,0,1,0,0,1,1,0,1,0,0
soulmate,0,1,0,0,0,1,0,0,0,0
soundness,1,0,0,1,0,0,1,0,0,1
soup,1,0,0,0,0,0,0,0,0,0
sour,0,1,0,0,1,0,0,0,0,0
sovereign,0,0,0,0,0,0,0,0,0,1
spa,1,0,0,1,0,0,1,0,1,1
spacious,1,0,0,0,0,0,0,0,0,0
spaniel,1,0,0,0,0,0,1,0,0,1
spank,0,1,1,0,0,1,0,1,0,0
