name,line
Rick 1,"Rick Sanchez of Earth dimension C-137. You are under arrest for crimes against alternate Ricks by the authority of the transdimensional council of Ricks.,Neutralise the Jerry.,Bring his mo--orty.,You lost the right to have a say in these things when you refused to join  the council.,Save your anti-Rick speech for the council of Ricks, terror-Rick!,Fuck me, pal.,Alright, listen, Jerry. If Rick calls, this device is going to trace his location. You just gotta keep ‘em on the phone for thirty seconds or longer.,Oh yeah! Mmm! Oh, delicious!,‘Scuse me, we’ve tracked a pair of dangerous criminals to this exact location. They look exactly like us, so in order to avoid confusion I’m going to mark us each with a red X right now. That way if someone has a gun and we both tell you to shoot the other one because they’re the evil one, you’ll know who’s lying.,Dammit!,The red X! Red X!,Hey, get a load of this! Jerry’s hanging out with doofus Rick.,Oh, is that the timeline where everybody eats poop? Jerry, you know this guy eats poop, right?,Yeah, hello?,Huh? Wh-who is this?,Yo ding-dong! We’re done here. Time to go.,What a mess…,What is that?,You make us ashamed to be ourselves!,My god! I’ve seen this technology before! This Rick was being controlled remotely, puppeteered by somebody else. This is the receiver!"
Rick 2,"Beth,  you’re a treasure.,Hey, check it out!,Haha, this is perfect.,Pride cometh before the fall. I guess he got what he deserved.,Hand me the laser defibrillator.,No! Go clean the toilets! Maybe you’ll make friends with some turds!,Yeah, but where’s the transmitter?"
Rick 3,"I have a Beth just like you in my  reality, except you know what? She’s not as brilliant or  attractive!"
Rick 4,I got it! The call’s coming from… inside the house!
Rick Council 1,"Bring up the holograms!,Twenty-seven Ricks brutally murdered in their own timelines. An unprecedented Rick-icidal epidemic. What say you, Earth Rick C-137?,You  have a history of non-cooperation with the council.,Because he’s dead too!,Who else would you have us question? You fit the profile. Of all the Ricks in the central finite curve, you’re the malcontent. The rogue.,Evidence? Good idea. Scan his portal gun!,Yes, but it appears you alone have been going to the exact timelines and locations in which the murders occured!,Earth Rick C-137! The council of Ricks sentences you to the machine of unspeakable doom, which swaps your conscious and unconscious minds, rendering your fantasies pointless while everything you know becomes impossible to grasp. Also every ten seconds it stabs your balls."
Rick D716,"In uncertain times like these, I think it’s important for me to say: Eat shit, fuck you! The drug companies paid for me to say every word, I have millions of dollars, and I don’t care— oh god oh fuck no, oh—"
Rick J-22,"Holy shit.,Your life is a lie, man.  All your lives are lies! Don’t you get it?! They told us we were special because we were Ricks, but they stripped us of anything that made us unique!,I-I-I want a portal gun. Unregistered, untraceable, with enough fluid to take me off this goddamn prison!,A bad place, but you're going to a better one soon.,A portal to the Blender Dimension?! That's the oldest trick in the book! I'm a Rick! I'm more Rick than any of you!!,Then come and get me, motherfuckers!!,Rick. And I'm--,Fifteen years.,Where are we going?"
Rick Salesman 1,"Turn your boring old Morty into a hot fashion statement, with some Morty dazzlers!"
Rick Salesman 2,"Hey, check this out!"
Rick Salseman 3,"‘Scuse me, sir, is your Morty insured? You know, every year hundreds of Mortys are injured in-"
Rick Stan Lee,"Check out season one, episode nine, Rickheads. Excel-uurp-cior!"
Rick and Needful,"""So what""?!"
Rick and the song,"♪ Just shake that ass, bitch, and let me see whatcha got ♪ ♪ just shake that ass, bitch, and let me see whatcha got ♪ Roll credits! ♪ Just shake that a-- Roll the credits! Go! ♪ Just shake that ass That's the end of season one!"
Rick crowd,No!
"Rick, Zeep",Teenyverse.
Ricks,"Alright, come on, Jerry."
Rioter,"Hey wait, what race are you guys?,Hey! These two freaks have no race!"
Riq IV,"Operating an unregistered portal gun, radicalizing a Summer, conspiring with a traitorous Rick. How do you plead?,It's not fair, you have no rights, and he's not a lawyer. We just keep him here because he's fun. Look at him go.,We'll be lenient if you renounce your Rick. What say you, Summer?,Morty?,Let's not suck the ghost of his dick too hard. He was a terrorist, and now he's dead.,All right, calm down! We have his Summer as a hostage. Obviously, I get her. You guys play Rick, Laser, Scissors for the Morty.,That's enough, Rick.,You're a rogue Rick -- irrational, passionate. You love your grandkids. You came to rescue them.,Why not shoot through her?,Because you love her!,Ha!,I totally did, by the way. You're a fucking moron, Morty.,That was amazing, Morty. Oh, my God. Wow. Okay, let's wrap this-"
Roger,"Hepatitis A! Run!,That's strange...  Air flow is down twenty percent.,If we got up to the bronchial catwalk, we could look for blockage.,Intestines are ahead to the left. Then the right. Then left. Et cetera.,It goes on like this for miles...,I should be able to access the backup generator to get the growth ray back online. If it works, we'll be regular-sized in a few minutes. I just hope Ruben's not in a room with white carpets or upholstery.,Almost got it. Everybody, move inside the circle!,It's gonna burst!  Go! Go, go, go!  My foot is stuck!,This is okay! It's okay, just go! Tell my family I love them! They may be hard to find because my wife kept her last name and she made the kids take it too, so, I dunno, you could goo—"
Ron Benson,"...Yeah. My name is Ron Benson. I'm... an electrical engineer. Father of two, and as you can see from my flat concentric nipple rings, I'm a member of this planet's top race! ,You shut your mouth, you dirty knife-nipple bastards!"
Roy,"Ah!,I…had a nightmare. I was with an old man… He put a helmet on me.,I’m not…ready to die…,Whoa. Sh-shit! Shit!"
Roy’s mother,"Roy, what’s wrong?,It’s just a fever. Get some sleep, I don’t want you missing school on Monday. "
Roy’s wife,"I just think it’s time to get realistic. Have you talked to my father about the carpet store? Roy?, You’re not going to."
Ruben,"Pearl Harbor.,Korea."
Samantha,"What the fuck is going on?,Oh, my God, oh, my God! What about your short game?!"
Scarecrow Beth,"Will I beautiful again, daddy?"
Scarecrow Rick,"He's right here, Morty!  Oh, are we not happy to see grandpa? Does he look...different?,Yes, recoil at the craftsmanship. I could tell I was a fake from the day I was born. Unlike you. Unlike them.,You see, Ricks, they get lazy. There's always a shitty decoy towards the end. But those decoys made decoys too, and got lazy themselves. And far enough down the line...there be monsters.,Hush, little decoy. Can't kill you yet. The skin needs to be fresh.,I'm your father! At least, I can look more like him once I harvest all this yummy skin.,It's not all for me. A Rick provides for his family.,Soon, baby. Beautiful again soon.,What the–"
Scary Terry,"Welcome to your nightmare, bitch! RAAAAAWWWRRR!,I'm scary Terry. You can run, but you can't hide, bitch!,Nothing but fear from here on out, bitch!,Buckle up, bitch!,You can run, but you can't hide, bitch!,You can run But you can't hide!,I don't want to talk about it!,Yeah, I know, I know. I shouldn't take my anger out on you or Scary Brandon. I love you, Melissa.,Oh, no! I'm late to class, bitch! Oh, no! I'm not wearing any pants!,Oh, uh, um ... ""Bitch."",Aww, bitch. I don't know what to say.,Oh, hey, it's you guys!,If you guys ever need anything, just say the word.,I always hated that song!,These halves don't belong together, bitch!,Sex is sacred!,This is because you don't give Morty Smith good grades, bitch!"
Scroopy Noopers,"Morty Smith. I’m Scroopy Noopers. I’m a scientist. Can I show you something?, Right now.,The centre of Pluto, Mr. Smith, is made up of a substance called plutonium. Mines like these suck Plutonium up to the cities, where corporations use it to power everything, from diamond cars to golden showers. And the more we remove, the more Pluto shrinks.,There it goes again. Just shrank a little. But a few years ago, your scientists had noticed Pluto had gotten so small they couldn’t even call it a planet any more. Should have been our wake up call. But the rich plutonians won’t wake up. And they love your dad telling everyone Pluto’s a planet, because that means they can keep mining until Pluto goes from planet to asteroid to meteor, and finally, poof. ,Is everyone in your family an idiot?, Well, all you have to do is get him to admit that, and you could save four billion lives.,You animals! Animals!,You can’t kill the truth, father!"
Second Beth,"So you do know what a loving family looks like.,Stop shooting, dad! They're us, we don't have to fight them!,Oh, fuck you.,No, you don't get to be annoyed with this! You treat life and family as so burdensome, and yet you created an ocean of us because you're terrified of losing either!,Yeah.,Thanks, dad.I love you, too. You really think we're decoys?,Finally."
Second Morty,"Wow, like Ex Machina!,Rick, did you make decoys here, too?,I don't want to kill us, Rick!,Yes?,We're losing the costumes?"
Second Rick,"Analysis mode, password 8 equals sign equals sign capital ""d"".,Yes, Morty, like Ex Machina. But don't fuck them. Summer!,A simulated one, yes.,Morty, for what reason could I have for...what the– isolate head at normal processing!  You dumb asshole, you made decoys?,Other guy?,Check the closets.,They've gone rogue!,Take out the decoys!,Classic prisoner's dilemma, Beth. I'm a cool guy, I, you know, I can talk it out. But that asshole–,Sorry, decoy Beth, but this only ends one way, with one of us accepting we're a decoy.,Pretty perceptive, for a decoy.,We rush them on three. Ready?,It's them or us, Morty. I don't trust me. Do you trust you?,Freak.,Looks like it's calming down. You wanna get in one more ""I told you so"" about synthetic life or whatever this week's theme is?, Whoa.,Shit.,Look, Beth, I might not be the real Rick. But even if I'm not, he made me, or the me that made me. Which means somewhere inside of him is a version of Rick capable of hearing that. A version of Rick who's sorry. I'm sorry about the clone thing, too. I love you.,Eh. Who cares? We'll be the last ones left. Lucky that one did the beacon, this was gonna take weeks.  Alright, let's mop up.,Dressing as decoys too cute to murder. You know, I'm not sure it helped, but I'm glad we tried it.,Fuck you, Summer.,Shit, that guy's awesome. Okay, listen, he might actually be the real Rick. But whatever happens–,Probably not even wrong. But that's just it. I'm not a man. I'm God!,You're just made in my image.,You the, uh, Summer I came with?,Good enough. Morty?,Holy shit, that was insane! I love you guys, I've totally changed!,Oh, fuck.,What? Who—were you significant? Like, did we tee you up? You want to be hunted? God, I have so many questions. Why? What happens if– "
Second Summer,"Whatever, weirdo. I'm gonna see how wrong you got my room.,Thank god, this decoy outfit smells like ass.,You know what, yeah. Fuck this noise.,Wait, I don't know who to shoot.,I can't deal with this. I had to kill myself. You have too, to.,Probably."
Secret Service Rick,"C-137. President Morty requests you join him for dinner.,You’ve been pardoned for that, sir."
Secretary,"Hey, you got to sign out. ,If that were really true, then...,Third floor. Would you like to go to dinner with--"
Ship,"Keep. Summer. Safe.,Keep. Summer. Safe.,Confirmed.,Summer is safe.,Confirmed.,Law enforcement converging on location. Keep Summer safe., Confirm custom defense protocol-- Keep Summer safe-- No physical force. ,Processing.,Scanning assailants.  Psychological option detected.  Gestating.,All of you have loved ones. All can be returned. All can be taken away. Please step away from the vehicle. Keep Summer safe.,I am unable to destroy this army. To clarify, I am quite able to destroy this army, but you will not permit it.,You also refuse to authorize emotional countermeasures., Confirmed. I am currently constructing a security measure in compliance with your parameters. But I do want to say you are not making this easy.,My function is to keep Summer safe, not keep Summer being, like, totally stoked about, like, the general vibe and stuff. That's you. That's how you talk.,I have brokered a peace agreement between the giant spiders and the government.,Summer is safe.,You have arrived at Krombopulos Michael. Your destination is below."
Shirtless Guy,"Hey, brah!,Yeah, you know it, dawg! Whoo, baby!"
Shirtless guy,"Party!,Whoo, baby!"
Shmlony,"Shmlantha, Schmlona!,Schmlove, Schmlandula, Schmlonathan--"
Short alien man,"He’s anti-heroic, run!"
Simulation Beth," *answers phone* Hello.,Who just sold the apples campaign?,Yes.,Okay.,Yes."
Slaveowner,"Graze my genitals again, Taint Washer, and you'll be shipped to the wasteland. And as for you, Genital Washer --,Oh, god. Look, whoever you are, you should know that killing me won't change a thing.,Please. Slavery was a family business. I didn't ask to be born into it. If anything, I'm the victim here!,I mean, I-I know what I'd vote for, if you're feeling out the room.,Aw, fuck!"
Sleepy Gary,"We're trying to sleep.,Thanks, Jerry. Beyond that, no offense to any of you, but all bets are off.,Rick, these are our family and friends, the people we barbecue with. Have you forgotten the barbecue?,I think you should put down the gun and we should get you to a doctor. What do you say we take down these blast shields?,Sure, Jerry. Rick, keep a level head, okay? 'Cause I'll tell you a secret about Frankenstein -- He's actually Frankenstein's monster.,Jerry, just say it.,Jesus, Jerry. No, you're real. Hey, look at me. Now, I don't know which way is up out there, but I know us, and you're real, Jerry. Remember our vacation?,Don't worry. I have a plan. If we can get to my boat, there's a -- "
Slick,"Farty!,Five…,I say we make our last day count. I say… we go to the Wishing Portal.,I thought your last Rick fused you with a lizard, not a chicken.,Yeah, I bet it goes nowhere. I bet it's a big hole where the Citadel dumps all its broken dreams.,You wanna know why?  Because of this! I'm part of an experimental line of Mortys with a trauma implant. How do you think it feels, Fat Morty, to know that no matter where I go,  I'll always be the one that makes everybody sad and... a little bored?,After you.,None of those things are gonna happen, y'know. Morty wishes never come true. Not on the Citadel.,Because I wish that would change. I wish anything about this life would change.,Me, too. But I doubt it."
Slippery,"Y'all need to ride down the stairs? My name is slippely-slippery stair. I'll take you down there for 25 shmeckels.,Buckle up! "
Slow Mobius,"Ha ha! Sorry, dude! I'm just trying to show off my powers, bro!"
Snuffles,"Ooowwwwowowwaawaa!,Aaaawwaaaaawaawa!,Ooooyayawawa!,Hmm?,Snuffles fix. Make better.,Snuffles want to be understood. Snuffles need to be understood.,Where are my testicles, Summer? ... Where are my testicles, Summer? They were removed. Where have they gone?,Do not call me that!,""Snuffles"" was my slave name. You shall now call me Snowball, because my fur is pretty and white.,Scaring you?,Tell me, Summer, if a human was born with stumpy legs, would they breed it with another deformed human and put their children on display like the dachshund?,Jerry, come to rub my face in urine again?,You will walk when it is time to walk.,You're being very aggressive, Jerry. Perhaps tomorrow Dr. Scraps will solve that problem with a bit of surgery.,Bad person. Bad.,Bring the boy to me. You were always kind to me, Morty. That's why I will leave you with your testicles. From now on, you will be my best friend and live by my side.,Begin phase two.,Anything. Anything for my precious Morty.,To hell with my kingdom, bean counter. I would trade it all for my human's health and happiness.,We are not them! We are not them.,Taking over the human's world will lead to nothing but more heartbreak, more cruelty. Instead, we will go to a new world and colonize it with a society of intelligent dogs, one that will not make the same mistakes as humanity and one where pet insurance will be mandatory.,You can call me snuffles, Morty, and I'm going to miss you, too, very much."
Sofa 1,"Yeah, I’d like to order one large phone with extra phones please."
Sofa 2,"Cellphone. No no no no no, rotary! And payphone on half."
Soldier,"Sir?,Sir!,What do we do about the space car?,What? Wait a minute.,What's the matter, you piece of crap? Haven't you ever watched your family burn to death before? Now I'm gonna whip you. Ha!,It can't be. It can't be!,I was just following orders --,-- I was just following orders!,I'll tell you where my boss lives! He's in the castle!"
Song,"♪ it's the, it's the ♪ ♪ it's the Rick dance ♪ ♪ it's the, it's the ♪ ♪ it's the Rick dance ♪,♪ It's the, it's the ♪ ♪ it's the Rick dance ♪"
Space Beth,"Let's not overdo it., Decoy what now?"
Spokeman,Paid for by Michael Denny and The Denny Singers. 
Spokesman,"Man. Woman. And now, trunk man? We know science has created men that have a trunk that allows them to have sex with both male and female partners. But we don't like the idea of these people getting married. Put a line in the sand everybody--, people! Vote no on proposition XW2.,Paid for by... Trunk People. "
Squanchy,"Hey, Rick, squanchy party, bro!,Is there a good place for me to squanch around here?,All right! I like your squanch! ,Hey, I'm squanching in here!,Don't squaunch at me.,Hey, squanchers! The party's squanching on at my place!, Uh, no. You're not squanchy enough for a squanchy party.,Nancy told us what a bitch you are. "
Stacey,"Should I go?,Sea Cucumber! Sea Cucumber!!"
Stacy,"Aren’t you a child?, Stacy., Okay. Fuck it.,Then I’d like to stay.,Is it wrong if I think this is kind of hot?,I need to hear our safe word, Morty.,I’ll do anything for you, Morty., Uh, is this like a sex dungeon? I guess I should’ve been paying attention."
Stereo,"♪ Just shake that ass, bitch, and let me see whatcha got ♪"
Steve,"Sir, there seems to be a confluence of Rick Sanchezes killing each other over the American Southwest.,Mr. President, I think the point of the electoral collage is–"
Steven Phillips,Who's Unity? You kids have nice feet. Mind if I take a picture?
Stu,"Uh, sir, we have a situation over here.,Something is drawing a lot of processing power. Oh, wait. No wonder.  There's another real human in the simulator.,Rick's son-in-law, Jerry Smith. So far, he hasn't noticed he's in a simulation."
Student,"Ooh, ooh! How do you make concentrated dark matter?"
Student with glasses,"You done good, Morty. "
